Rk;Player;Salary;Team 
6;Eric Piatkowski;3000000;CHI
7;Chris Duhon;2800000;CHI
8;Andres Nocioni;2775000;CHI
9;Kirk Hinrich;2513880;CHI
10;Luol Deng;2443920;CHI
11;Darius Songaila;2200000;CHI
12;Mike Sweetney;2116920;CHI
13;Malik Allen;1670000;CHI
14;Jannero Pargo;895248;CHI
15;Jermaine Jackson;771123;CHI
16;Eddie Basden;398762;CHI
17;Randy Holcomb;52033;CHI
1;Larry Hughes;10344900;CLE
2;Zydrunas Ilgauskas;8740000;CLE
3;Eric Snow;5484375;CLE
4;Donyell Marshall;4799108;CLE
5;LeBron James;4621800;CLE
6;Drew Gooden;4065811;CLE
7;Damon Jones;3590000;CLE
8;Ira Newble;2950200;CLE
9;Luke Jackson;1955160;CLE
10;Sasha Pavlovic;1274160;CLE
11;Alan Henderson;1138500;CLE
12;Anderson Varejao;866800;CLE
13;Mike Wilks;745248;CLE
14;Martynas Andriuskevicius;398762;CLE
15;Zendon Hamilton;329138;CLE
1;Michael Finley;15937500;DAL
2;Keith Van Horn;15694250;DAL
3;Dirk Nowitzki;13843156;DAL
4;Erick Dampier;8662500;DAL
5;Jerry Stackhouse;8367187;DAL
6;Jason Terry;6666667;DAL
7;Marquis Daniels;5393300;DAL
8;Shawn Bradley;4500000;DAL
9;Evan Eschmeyer;3711400;DAL
10;Tariq Abdul-Wahad;3656250;DAL
11;Devin Harris;2947440;DAL
12;DeSagana Diop;1850000;DAL
13;Doug Christie;1575000;DAL
14;Pavel Podkolzin;1141560;DAL
15;Darrell Armstrong;1138500;DAL
16;Josh Howard;923880;DAL
17;Didier Ilunga-Mbenga;880000;DAL
18;Adrian Griffin;768718;DAL
19;Rawle Marshall;398762;DAL
20;Josh Powell;398762;DAL
1;Kenyon Martin;10636364;DEN
2;Marcus Camby;9150000;DEN
3;Andre Miller;8100000;DEN
4;Earl Watson;5000000;DEN
5;Eduardo Najera;4190476;DEN
6;Carmelo Anthony;3713640;DEN
7;Voshon Lenard;3520000;DEN
8;Nene;3039889;DEN
9;Earl Boykins;2750000;DEN
10;Greg Buckner;1670000;DEN
11;Julius Hodge;1148760;DEN
12;Bryon Russell;1138500;DEN
13;Linas Kleiza;879360;DEN
14;DerMarr Johnson;835810;DEN
15;Francisco Elson;719373;DEN
1;Rasheed Wallace;10860000;DET
2;Richard Hamilton;8625000;DET
3;Ben Wallace;7500000;DET
4;Chauncey Billups;5909800;DET
5;Antonio McDyess;5393300;DET
6;Darko Milicic;4135200;DET
7;Carlos Arroyo;4000000;DET
8;Dale Davis;3500000;DET
9;Derrick Coleman;2000000;DET
10;Tayshaun Prince;1763115;DET
11;Lindsey Hunter;1760000;DET
12;Maurice Evans;1500000;DET
13;Carlos Delfino;969696;DET
14;Jason Maxiell;905640;DET
15;Alex Acker;398762;DET
16;Amir Johnson;398762;DET
1;Baron Davis;13700000;GSW
2;Jason Richardson;8888888;GSW
3;Troy Murphy;7365079;GSW
4;Adonal Foyle;7312500;GSW
5;Derek Fisher;5393300;GSW
6;Mike Dunleavy;4506261;GSW
7;Ike Diogu;1988160;GSW
8;Mickael Pietrus;1910520;GSW
9;Andris Biedrins;1857360;GSW
10;Calbert Cheaney;1760000;GSW
11;Zarko Cabarkapa;1404360;GSW
12;Monta Ellis;448762;GSW
13;Chris Taft;423762;GSW
14;Aaron Miles;155614;GSW
1;Tracy McGrady;15694250;HOU
2;Clarence Weatherspoon;6353200;HOU
3;Juwan Howard;5900400;HOU
4;Yao Ming;5594906;HOU
5;David Wesley;5070000;HOU
6;Stromile Swift;5000000;HOU
7;Moochie Norris;4200000;HOU
8;Rafer Alston;3850000;HOU
9;Vin Baker;3850000;HOU
10;Bob Sura;3520000;HOU
11;Dikembe Mutombo;2000000;HOU
12;Charlie Ward;1870000;HOU
13;Jon Barry;1800000;HOU
14;Derek Anderson;1670000;HOU
15;Luther Head;975600;HOU
16;Ryan Bowen;900498;HOU
17;Lonny Baxter;745248;HOU
18;Dion Glover;163085;HOU
19;Stephen Graham;48630;HOU
20;John Lucas;34041;HOU
21;Josh Davis;17546;HOU
1;Jermaine ONeal;16440000;IND
2;Austin Croshere;7900000;IND
3;Jonathan Bender;7175000;IND
4;Metta World Peace;6842105;IND
5;Scot Pollard;6274937;IND
6;Reggie Miller;6000000;IND
7;Stephen Jackson;5610000;IND
8;Jamaal Tinsley;5400000;IND
9;Jeff Foster;5000000;IND
10;Sarunas Jasikevicius;4000000;IND
11;Anthony Johnson;2420000;IND
12;Fred Jones;2328843;IND
13;Danny Granger;1318920;IND
14;David Harrison;898200;IND
15;Eddie Gill;819551;IND
16;Samaki Walker;364223;IND
1;Elton Brand;13152000;LAC
2;Cuttino Mobley;7200000;LAC
3;Corey Maggette;7000000;LAC
4;Sam Cassell;6875000;LAC
5;Shaun Livingston;3254880;LAC
6;Zeljko Rebraca;3000000;LAC
7;Chris Wilcox;2812239;LAC
8;Chris Kaman;2753760;LAC
9;Yaroslav Korolev;1704480;LAC
10;Walter McCarty;1035000;LAC
11;Quinton Ross;700000;LAC
12;James Singleton;625000;LAC
13;Daniel Ewing;450000;LAC
14;Boniface NDong;398762;LAC
15;Howard Eisley;291567;LAC
16;Anthony Goldwire;74652;LAC
17;Kaniel Dickens;31305;LAC
1;Kobe Bryant;15946875;LAL
2;Brian Grant;14336220;LAL
3;Lamar Odom;11465333;LAL
4;Kwame Brown;7500000;LAL
5;Devean George;5000600;LAL
6;Chris Mihm;3792817;LAL
7;Stanislav Medvedenko;3000000;LAL
8;Aaron McKie;2500000;LAL
9;Vlade Divac;2000000;LAL
10;Andrew Bynum;1888680;LAL
11;Luke Walton;1250000;LAL
12;Brian Cook;1038960;LAL
13;Sasha Vujacic;910440;LAL
14;Smush Parker;745248;LAL
15;Laron Profit;745248;LAL
16;Devin Green;398762;LAL
17;Von Wafer;398762;LAL
1;Eddie Jones;14576250;MEM
2;Pau Gasol;10993000;MEM
3;Lorenzen Wright;7700000;MEM
4;Mike Miller;6750000;MEM
5;Brian Cardinal;5393300;MEM
6;Shane Battier;4903000;MEM
7;Damon Stoudamire;3750000;MEM
8;Bobby Jackson;3375000;MEM
9;Jake Tsakalidis;2900000;MEM
10;Raul Lopez;1744313;MEM
11;Troy Bell;1478280;MEM
12;Dahntay Jones;1223160;MEM
13;Hakim Warrick;1196520;MEM
14;Antonio Burks;641748;MEM
15;Anthony Roberson;398762;MEM
16;Lawrence Roberts;398762;MEM
17;John Thomas;103443;MEM
1;Shaquille ONeal;20000000;MIA
2;Jason Williams;7562500;MIA
3;Antoine Walker;6880000;MIA
4;James Posey;5900400;MIA
5;Udonis Haslem;5000000;MIA
6;Dwyane Wade;3031920;MIA
7;Michael Doleac;2640000;MIA
8;Wesley Person;1760000;MIA
9;Dorell Wright;1238640;MIA
10;Gary Payton;1138500;MIA
11;Alonzo Mourning;1138500;MIA
12;Jason Kapono;1100000;MIA
13;Shandon Anderson;1035000;MIA
14;Wayne Simien;867720;MIA
15;Andre Emmett;641748;MIA
16;Earl Barron;398762;MIA
17;Gerald Fitch;359858;MIA
18;Matt Walsh;38904;MIA
1;Michael Redd;12000000;MIL
2;Jamaal Magloire;8533333;MIL
3;Bobby Simmons;8000000;MIL
4;Calvin Booth;6354600;MIL
5;Joe Smith;6353200;MIL
6;Dan Gadzuric;4750000;MIL
7;Andrew Bogut;4340520;MIL
8;T.J. Ford;2303040;MIL
9;Jiri Welsch;2177114;MIL
10;Toni Kukoc;2000000;MIL
11;Mo Williams;1760000;MIL
12;Reece Gaines;1556160;MIL
13;Ervin Johnson;1138500;MIL
14;Charlie Bell;641748;MIL
15;Jermaine Jackson;583944;MIL
16;Ersan Ilyasova;398762;MIL
17;Josh Davis;131593;MIL
1;Kevin Garnett;18000000;MIN
2;Wally Szczerbiak;10000000;MIN
3;Michael Olowokandi;5900400;MIN
4;Troy Hudson;5253000;MIN
5;Marko Jaric;5000000;MIN
6;Trenton Hassell;4350000;MIN
7;Eddie Griffin;2500000;MIN
8;Mark Madsen;2000000;MIN
9;Fred Hoiberg;1760000;MIN
10;Rashad McCants;1538400;MIN
11;Ndudi Ebi;964320;MIN
12;Anthony Carter;900498;MIN
13;Nikoloz Tskitishvili;745248;MIN
14;Ronald Dupree;719373;MIN
15;Richie Frahm;719373;MIN
16;Lionel Chalmers;682050;MIN
17;Dwayne Jones;398762;MIN
18;Bracey Wright;398762;MIN
1;P.J. Brown;8000000;NOP
2;Desmond Mason;7333333;NOP
3;Speedy Claxton;3600000;NOP
4;Chris Andersen;3500000;NOP
5;George Lynch;3200000;NOP
6;Chris Paul;3144240;NOP
7;Arvydas Macijauskas;2500000;NOP
8;Bostjan Nachbar;2500000;NOP
9;Kirk Snyder;1437240;NOP
10;David West;1334160;NOP
11;Rasual Butler;1300000;NOP
12;J.R. Smith;1297080;NOP
13;Maciej Lampe;900000;NOP
14;Jackson Vroman;682051;NOP
15;Brandon Bass;398762;NOP
16;Sean Banks;150751;NOP
1;Allan Houston;19125000;NYK
2;Stephon Marbury;16453125;NYK
3;Anfernee Hardaway;15750000;NYK
4;Antonio Davis;13925000;NYK
5;Maurice Taylor;9100000;NYK
6;Shandon Anderson;7900000;NYK
7;Eddy Curry;7390000;NYK
8;Quentin Richardson;6940000;NYK
9;Jerome Williams;6620063;NYK
10;Jamal Crawford;6480000;NYK
11;Malik Rose;6008750;NYK
12;Jerome James;5000000;NYK
13;Channing Frye;2162880;NYK
14;Nate Robinson;1102680;NYK
15;David Lee;861360;NYK
16;Trevor Ariza;682051;NYK
17;Qyntel Woods;599834;NYK
18;Jackie Butler;398762;NYK
19;Matt Barnes;131593;NYK
1;Ray Allen;13223140;OKC
2;Rashard Lewis;8571429;OKC
3;Danny Fortson;6207670;OKC
4;Vitaly Potapenko;3320000;OKC
5;Vladimir Radmanovic;3166155;OKC
6;Damien Wilkins;2500000;OKC
7;Nick Collison;1815000;OKC
8;Robert Swift;1764480;OKC
9;Ibo Kutluay;1760000;OKC
10;Luke Ridnour;1638000;OKC
11;Reggie Evans;1100000;OKC
12;Rick Brunson;1029873;OKC
13;Mikki Moore;1020000;OKC
14;Johan Petro;936600;OKC
15;Ronald Murray;895248;OKC
16;Mateen Cleaves;305784;OKC
1;Grant Hill;15694250;ORL
2;Steve Francis;13700000;ORL
3;Kelvin Cato;8640000;ORL
4;Doug Christie;8200000;ORL
5;Hedo Turkoglu;5393300;ORL
6;Tony Battie;5200000;ORL
7;Dwight Howard;4493160;ORL
8;Pat Garrity;3231250;ORL
9;Keyon Dooling;3100000;ORL
10;DeShawn Stevenson;2750000;ORL
11;Jameer Nelson;1189200;ORL
12;Stacey Augmon;1138500;ORL
13;Bo Outlaw;1138500;ORL
14;Terence Morris;835810;ORL
15;Mario Kasun;682050;ORL
16;Travis Diener;398762;ORL
1;Chris Webber;19125000;PHI
2;Allen Iverson;16453125;PHI
3;Jamal Mashburn;10075000;PHI
4;Samuel Dalembert;8470000;PHI
5;Todd MacCulloch;6353200;PHI
6;Aaron McKie;6000000;PHI
7;Kyle Korver;3630363;PHI
8;Kevin Ollie;2950200;PHI
9;Steven Hunter;2800000;PHI
10;Andre Iguodala;2058000;PHI
11;Greg Buckner;1925926;PHI
12;John Salmons;1669001;PHI
13;Lee Nailon;835810;PHI
14;Michael Bradley;819550;PHI
15;Matt Barnes;552269;PHI
16;Louis Williams;450000;PHI
17;Shavlik Randolph;398762;PHI
18;James Thomas;148698;PHI
19;Deng Gai;92396;PHI
1;Shawn Marion;13700000;PHO
2;Steve Nash;9625000;PHO
3;Kurt Thomas;6620062;PHO
4;Howard Eisley;5635417;PHO
5;Raja Bell;4250000;PHO
6;Jim Jackson;2640000;PHO
7;Amare Stoudemire;2589023;PHO
8;James Jones;2400000;PHO
9;Brian Grant;1670000;PHO
10;Boris Diaw;1174200;PHO
11;Leandro Barbosa;930600;PHO
12;Eddie House;835810;PHO
13;Pat Burke;750000;PHO
14;Dijon Thompson;398762;PHO
15;Jared Reiner;242612;PHO
16;Sharrod Ford;116711;PHO
17;Josh Davis;43864;PHO
18;Lucas Tischer;4863;PHO
1;Theo Ratliff;11666666;POR
2;Zach Randolph;10666667;POR
3;Derek Anderson;9093000;POR
4;Darius Miles;7250000;POR
5;Ruben Patterson;6353200;POR
6;Martell Webster;2586120;POR
7;Juan Dixon;2500000;POR
8;Sebastian Telfair;1676280;POR
9;Joel Przybilla;1560000;POR
10;Viktor Khryapa;1095960;POR
11;Travis Outlaw;1082160;POR
12;Jarrett Jack;1058640;POR
13;Sergei Monia;1016400;POR
14;Steve Blake;1000000;POR
15;Charles Smith;771123;POR
16;Ha Seung-Jin;641748;POR
1;Mike Bibby;11500000;SAC
2;Brad Miller;8750000;SAC
3;Bonzi Wells;8000000;SAC
4;Peja Stojakovic;7500000;SAC
5;Kenny Thomas;6500000;SAC
6;Corliss Williamson;6000000;SAC
7;Shareef Abdur-Rahim;5000000;SAC
8;Brian Skinner;4950000;SAC
9;Jason Hart;1540000;SAC
10;Francisco Garcia;1016400;SAC
11;Kevin Martin;937440;SAC
12;Jamal Sampson;719373;SAC
13;Ronnie Price;398762;SAC
1;Tim Duncan;15845156;SAS
2;Tony Parker;8400000;SAS
3;Manu Ginobili;7428937;SAS
4;Rasho Nesterovic;6720000;SAS
5;Nazr Mohammed;5500000;SAS
6;Brent Barry;4691390;SAS
7;Bruce Bowen;3375000;SAS
8;Robert Horry;3000000;SAS
9;Michael Finley;2675000;SAS
10;Fabricio Oberto;2325000;SAS
11;Nick Van Exel;1138500;SAS
12;Beno Udrih;904800;SAS
13;Sean Marks;835810;SAS
14;Romain Sato;682051;SAS
15;Melvin Sanders;24315;SAS
16;Alex Scales;24315;SAS
1;Jalen Rose;15694250;TOR
2;Alvin Williams;6300000;TOR
3;Lamond Murray;5250000;TOR
4;Morris Peterson;4550000;TOR
5;Alonzo Mourning;4000000;TOR
6;Eric Williams;3938000;TOR
7;Mike James;3410000;TOR
8;Aaron Williams;3375000;TOR
9;Chris Bosh;3348000;TOR
10;Charlie Villanueva;2360880;TOR
11;Rafael Araujo;2238960;TOR
12;Jose Calderon;2190000;TOR
13;Matt Bonner;2000000;TOR
14;Joey Graham;1388400;TOR
15;Darrick Martin;946646;TOR
16;Loren Woods;780000;TOR
17;Pape Sow;641748;TOR
1;Carlos Boozer;11593816;UTA
2;Andrei Kirilenko;10983000;UTA
3;Mehmet Okur;8250000;UTA
4;Matt Harpring;5020000;UTA
5;Greg Ostertag;4400000;UTA
6;Gordan Giricek;4000000;UTA
7;Deron Williams;3487400;UTA
8;Devin Brown;2500000;UTA
9;Jarron Collins;1700000;UTA
10;Kris Humphries;1592400;UTA
11;Milt Palacio;1400000;UTA
12;Keith McLeod;1250000;UTA
13;C.J. Miles;398762;UTA
14;Andre Owens;398762;UTA
15;Robert Whaley;398762;UTA
1;Antawn Jamison;13843156;WAS
2;Gilbert Arenas;10243200;WAS
3;Etan Thomas;5393300;WAS
4;Antonio Daniels;5000000;WAS
5;Chucky Atkins;4500000;WAS
6;Brendan Haywood;4000000;WAS
7;Caron Butler;2461617;WAS
8;Jared Jeffries;2433824;WAS
9;Jarvis Hayes;2011080;WAS
10;Michael Ruffin;1670000;WAS
11;Calvin Booth;900498;WAS
12;Peter John Ramos;660000;WAS
13;Awvee Storey;641748;WAS
14;Andray Blatche;398762;WAS
15;Donell Taylor;398762;WAS
